geneid,CAT1,CAT2,CAT4,CAT5,CAT16,CAT36,CAT7,CAT12,CAT13,CAT25,CAT34,CAT38,CAT39,CAT11,CAT14,CAT17,CAT19,CAT21,CAT22,CAT26,CAT27,CAT28,CAT32,CAT33,CAT35,CAT20,CAT23,CAT24,CAT30,CAT31
fbxw2,0.0,-1.974749814,-0.349629273,-1.191112555,0.001703193,-1.768437741,-0.152830296,0.0,0.0,0.283340297,-0.13538606,0.0,0.513232849,0.670934536,0.0,-0.055937825,0.151664288,0.377174485,0.830202765,0.0,0.0,0.0,-0.270966658,0.0,0.0,0.0,0.775263671,-0.007270129,0.552676128,0.0
fbxw5,0.0,-1.439726466,-1.270694283,-1.343713596,0.550507636,-1.098212664,-0.396897334,0.0,-0.270863823,0.03668498,-0.915092596,-0.23373043,0.429809967,0.77434774,-1.107870451,-0.221656344,0.487394948,0.111677263,1.336750686,-0.462136669,-1.326413506,0.0,-0.41023225,0.064791995,-0.21054376,0.0,0.359203895,0.0,0.0,0.0
fbxw8,0.0,0.330752687,0.166010457,0.0,0.021782232,0.0,-0.12591712,0.0,0.0,0.820625556,0.122420332,0.0,-1.490471102,-0.343333624,-0.253821602,-1.381783051,-0.061474486,0.232548872,-0.619185023,0.0,-0.768611234,0.0,-0.653334655,-0.84622808,0.0,0.0,1.205644314,-0.501252983,0.0,0.0
fbxw9,0.0,0.44612648,0.0,0.811920202,0.194268471,0.0,0.621910352,0.0,0.0,0.607748854,2.044843726,0.0,0.537646656,-0.333382886,0.0,-0.435885738,-0.391810687,-0.324827217,0.491630405,0.534662509,-0.322832839,0.0,-0.654959902,0.096122792,-0.401230044,-0.975102527,-1.964965178,-0.426782001,0.0,-0.356946339
fcf1,0.0,-0.614162779,0.0,-0.014226667,0.130625885,-0.348635604,-0.833648504,-0.589869442,-0.184614501,-0.068130341,-0.579552472,0.0,-0.553484394,-1.440308859,-1.004067412,-0.868649146,-0.075319697,-3.775624548,-3.468434631,0.0,-1.475598812,0.0,-1.132605678,0.80560519,0.0,0.0,0.434296125,0.836194992,1.595627018,-1.380229583
fcho1,0.0,0.536077266,0.0,0.0,0.957881874,0.0,0.420551004,0.817504033,0.0,-0.332024401,0.170021031,0.0,-0.141564747,-0.512922658,-0.705492366,0.037465459,-0.168260676,-0.062905205,0.342386644,0.0,-0.562793373,0.0,0.183347255,-0.042241134,-1.17828165,0.0,0.601705875,1.393682478,1.495124024,0.0
fcho2,-0.889256528,0.044775341,-0.817127199,0.0,0.13958214,-0.613798407,-0.058984471,0.0,0.0,0.0,0.722873957,0.0,0.391953568,1.59286252,1.634456486,1.474420146,0.904403864,1.847450943,0.853335175,1.303432152,1.975151496,0.137621796,0.325154098,0.0,1.408710914,0.0,0.935363979,1.028933579,0.0,0.0
fchsd1,0.796922773,0.210674707,0.801082062,0.0,0.404664041,0.0,-0.846843005,0.0,-0.737992621,-0.032997819,-1.079281081,-0.105612203,-1.367825773,0.023225728,0.0,-0.087773035,-0.222603336,1.386673855,-1.949208183,0.56937379,0.0,0.189172696,-1.571974444,0.0,-0.206722578,0.0,0.299329206,0.409233559,0.114937472,0.0
fdft1,0.602200218,1.100726152,0.822382349,-0.358655594,0.827613975,0.48271342,1.056318985,0.0,0.0,0.0,1.791605114,0.0,-2.291552173,-1.289032185,-1.131472527,-0.525533414,-0.097273943,-0.633468238,-1.917121571,0.161921443,-1.497011175,0.679541079,-1.208706984,-1.693085071,-0.061066296,-0.172405746,0.177642401,0.447238507,0.052838359,-0.26866212
fdps,0.213540002,1.598295924,0.662789338,-0.086145611,0.798355563,0.785553353,-2.504193798,0.0,0.0,0.302871045,-1.15009726,-0.252695983,-0.946993842,-0.276579088,0.0,-1.023141929,0.05467577,-0.978783376,-1.168298088,0.18781,0.0,0.326844803,-0.559810847,0.192184016,-0.355144817,0.0,-0.490228788,-1.020957418,-0.35672063,0.0
fdx1,-1.057576269,-0.259992153,0.0,0.11367768,0.860919134,1.096275407,-0.499147259,0.0,-0.644549741,-0.088582731,-0.274523167,-0.385650268,0.050243888,1.421286757,1.938849294,1.158144798,1.07782409,1.717987304,0.420102725,-0.217693617,0.093204253,-2.237965719,1.928010945,0.0,0.83656423,0.0,-0.421944452,1.484177216,-0.055999801,0.0
fdxr,0.0,0.665797118,-1.362580472,0.0,0.643577151,0.0,0.234948837,0.0,0.0,-0.107023576,-0.225658801,0.085493063,0.477733328,0.0,0.0,0.046734422,0.334555669,-0.166272018,-0.842759812,-0.867408307,0.822385522,-0.759564398,1.074951576,0.651172147,-0.100881907,0.117331227,-1.602654946,-1.457663576,0.0,0.0
fech,-1.130855243,-0.156852245,-0.026162125,-1.961335602,0.122290404,0.816635062,-1.272256298,0.0,0.0,-0.048989082,-0.941035906,0.299950765,-2.285596654,-1.63151457,-1.339842719,-0.792432018,-0.601893905,-0.838002039,-1.22640401,-0.076107248,0.0,0.0,-0.430878679,0.070810582,-0.407935078,-0.392945153,-1.101221243,0.254378602,0.0,0.0
fem1b,-1.138897322,-0.760207141,-0.706488395,0.0,0.325093657,-0.790627182,0.207587087,-1.135216972,0.0,0.20482517,0.19248753,0.0,0.0,-1.344519029,-0.628315006,-0.182197892,0.057797782,0.084082179,0.072929666,-1.157643915,-1.024977184,0.0,-0.036951475,0.179833622,-1.193142443,0.0,1.038195959,-0.451243537,-1.104883348,0.0
fem1c,0.0,-1.241996348,-2.116492611,0.0,-0.413411379,-1.407828005,-1.003685036,0.0,-0.424552036,-0.192390868,-0.719709123,0.0,-1.567661368,-0.969307862,-0.156129586,0.520559055,0.433083275,-0.511434771,0.906830859,0.0,0.0,0.0,1.048176609,0.39207894,0.0,0.0,0.253792906,-0.370579502,-0.960497779,0.192611608
fen1,-0.751154003,1.216051233,1.381959486,-0.700119127,0.266492504,1.523102149,0.036999961,0.902232731,0.495093317,-0.24451792,0.974033296,0.255898103,0.391175001,-2.75373517,0.0,0.276707915,0.064654525,0.193263159,-1.420000185,0.026233144,0.543825881,-0.846244243,-1.190597916,0.26821735,0.126170742,0.0,0.062736765,0.37397325,0.01285125,0.660722713
fer,0.0,-0.093598061,-1.436757523,0.0,0.052153623,-0.793108693,0.466463805,0.0,0.0,-0.297769115,0.470780307,0.0,0.534595005,0.0,0.305248242,1.024712849,0.488240375,-0.477720115,0.345910348,0.0,0.0,0.0,0.925392738,1.361247866,0.0,0.0,0.886920191,-0.658053108,-0.010805894,0.492884448
fermt2,0.073445297,0.189450178,0.058731343,0.871497369,0.10693344,0.042064861,1.435075731,0.0,1.28990469,0.521266502,0.676565988,0.073410753,0.684911051,0.542143633,0.193072917,0.777194639,0.575819343,0.17105517,0.320495707,-0.174692156,0.148298598,0.397067532,0.045686837,-0.115386163,-0.764622397,0.0,1.343908022,0.814546103,1.450762932,0.415938591
fez2,0.0,-0.141317046,-0.145092506,0.502101652,0.63270876,0.470349456,1.678035281,0.253442561,0.0,0.669934323,1.363092852,1.020310062,0.305745363,-2.713402924,-0.328906623,-0.014369655,0.129957711,-1.396134355,-0.830420711,0.0,0.0,0.0,0.238639698,-1.57190065,-0.586832968,0.0,0.408171605,0.830406216,-0.597472679,-0.32026699
fgd4,0.0,0.681122221,0.333173677,0.0,-0.761196203,0.78024426,-0.884017975,0.0,-0.391087327,-0.228842533,0.62629126,0.136391684,0.087100823,-1.150313601,-0.574988372,-0.968926602,-0.297382218,-0.358584424,-0.23942391,0.0,0.0,0.0,0.625486232,-0.595041378,-0.520828458,0.0,0.15417798,-0.145059893,-0.370124171,0.0
fgd6,0.0,0.0,-1.906757425,0.0,-0.941828284,0.0,1.407662793,1.103062745,0.629450741,0.650823321,0.684635611,0.253920617,0.610996472,-1.309935302,0.219637126,0.464962084,-0.117461554,-0.085111398,0.841590732,0.0,-0.267738494,0.0,-0.617752957,-1.370014172,0.0,0.0,1.018691484,0.149181897,-0.875190697,1.333568324
fgfr1,0.0,-0.611285649,-0.597121192,-0.07841003,0.66154437,-0.634547949,1.482942479,0.0,0.0,0.49851433,2.083657444,0.0,-1.520677513,0.314355,0.908453065,1.234888545,0.316462077,0.487556899,0.901402882,0.0,0.307076727,0.0,0.070558111,1.00316798,0.0,0.0,0.106397679,0.744293612,1.605425346,0.527372691
fgfr1op2,0.0,-0.698233096,-1.749209723,-0.306771145,-0.518209183,-1.326404256,-1.471493786,0.0,-0.500771001,0.290139249,-0.595355995,-0.932965903,-2.207938219,0.317766986,0.165966483,0.603772368,0.380928305,0.212376154,0.253825504,0.0,-0.208232068,0.0,-0.359351756,0.13261731,-0.470823679,0.0,0.721016537,0.625658966,1.122621397,2.127120991
fgfr2,0.0,0.0,0.0,0.0,0.0,-1.564013575,-1.363576098,0.0,0.0,-1.481803641,-1.79826403,0.0,1.309534529,0.731614454,-0.636362933,1.738955811,1.230408604,1.153677299,1.069549888,0.0,1.183328269,1.227352494,1.511465077,1.556173239,-0.110014376,0.0,-1.276205079,0.764394654,-0.767360958,0.0
fhit,0.0,2.519089606,0.0,0.0,0.0,0.0,-0.668213398,0.0,-0.265805571,0.225537842,-0.849849839,0.0,-0.528491983,-0.779772058,0.86093811,-0.340544372,0.640731573,-0.401957123,-1.325310975,0.0,0.0,0.0,0.363579357,0.0,0.05209809,0.27155308,-0.596485398,-0.961612671,-0.181694043,0.0
fhl1,1.595509503,0.325773055,0.807536866,0.212106604,0.878098394,0.58626309,0.0,0.0,0.738949611,-0.192633679,0.0,-0.227793622,-4.021003037,0.0,0.0,-1.433640891,0.143136696,-0.036628398,0.386383858,-0.788658463,0.0,0.0,0.0,-0.008768958,-0.158688259,0.0,-0.144106761,0.0,0.0,0.0
fhod1,-0.761092443,0.356039621,1.46845262,0.120678498,-0.06112027,0.746638783,-0.71684278,-1.768717272,-0.452515401,0.249654329,-0.228661014,-0.293670476,0.660900599,0.0,0.0,-0.445596666,-1.910712015,0.286069312,-0.809284001,0.0,-0.208232068,-0.631294937,-0.393967362,1.028597204,-0.119774861,0.0,-1.12657635,0.377079334,0.584067369,-0.461158708
fhod3,0.0,0.0,0.623793783,0.0,-0.073361854,0.0,1.393694083,0.0,0.0,-0.130429844,0.0,0.0,-0.618922737,1.23646749,-0.141762444,1.073781778,0.813295937,0.581463909,0.694412856,-0.423206367,0.758145802,0.0,0.957240746,1.04500766,-0.434158743,0.0,-0.029729054,0.231055126,0.003967046,-1.020305623
fibp,0.055401001,0.751113427,-0.089322191,-0.326283441,0.492045844,0.782165057,0.760747508,0.0,1.679082729,0.878217672,1.502589935,0.689317757,0.359376162,0.516968642,0.146583493,-0.153512261,-0.607188836,-1.405150332,0.232495787,-0.447681074,-0.58799692,0.735761655,0.565765283,0.257746905,-0.42082244,0.0,-1.21019599,-1.695118401,-0.201542906,0.0
fig4,-0.321479984,0.232631454,-1.485076735,0.0,0.465214394,0.0,0.184105416,0.0,0.0,-0.508716406,-0.490945847,0.594583395,-1.366886509,-0.596839312,0.782382891,0.002659814,0.205847887,-0.137970647,-0.745814633,-0.220642092,0.0,0.052308216,-0.294866944,0.874471535,-0.153526756,0.0,0.803183527,-0.858064688,0.038328117,0.0
figla,0.0,0.0,0.0,0.0,0.0,0.0,-1.159495977,0.0,-1.949064809,-0.643143477,-1.069833598,-0.958898361,-0.823006784,-0.74057877,-2.497764505,-1.269202912,-0.82848884,-0.809751624,-1.876637065,0.0,-1.841722301,0.0,-0.471046171,0.0,0.0,0.0,-1.801715314,-1.700904603,-0.584496334,-0.234883791
fignl1,0.0,0.307883926,0.36293852,-0.294035174,0.043401106,-0.110816245,-0.50003087,0.0,0.0,0.026423936,-0.15576817,0.0,-0.711487467,1.410558663,1.960998583,1.276877613,1.111429855,0.608061922,1.352096971,1.162000059,0.893242297,0.0,0.702060348,0.64206474,2.555161157,0.0,0.12116834,1.597336518,0.588295848,0.161525781
fip1l1,2.053528431,1.575173246,1.446832275,1.342214672,0.454622169,1.182299863,-1.215325804,-0.728343196,-0.89875483,-0.005754201,-1.077520934,0.212918765,-0.673989226,-0.192280781,-0.204507586,0.078020698,0.311587867,0.196972978,0.192881631,-0.480872854,-0.987797765,0.092903549,-0.148039539,0.736559884,0.456162375,0.0,0.031050319,-1.025231465,0.680883869,-0.789465166
fis1,-1.80605591,1.108589568,0.68495947,0.516246153,0.287194492,1.100042671,-0.502263968,0.0,-1.595409527,-0.234562121,-0.473971036,0.340109396,0.250112363,-0.491719334,-2.530809848,-1.037692933,-0.117674318,-1.021284538,-1.064184976,0.88842782,-0.509668389,0.458706825,-0.805776918,-0.064930438,0.516529093,-0.476257053,-0.184461039,-1.638330036,1.096185277,0.0
fkbp14,0.0,-0.522418302,0.0,0.150048355,-0.334809486,1.031704748,0.912678647,2.460389423,1.608708609,0.740982588,1.385760348,1.776265167,0.606951639,0.598204322,0.0,1.4699594,1.135249422,0.685197842,1.414996947,0.0,0.0,0.0,1.549430796,0.064247306,0.0,0.0,0.323148878,-0.313658151,0.0,0.0
fkbp15,0.202563142,0.585206199,0.695630771,-0.13367134,0.099383617,1.210594377,-1.577083331,0.0,-1.239936377,-0.066068135,-0.940034219,-0.206166976,0.466557252,-0.384113852,0.019294682,0.50103218,0.520592781,-0.230703304,0.519686296,-0.44630496,0.048133882,-0.1176393,0.001495726,-0.395493531,-0.00672573,0.0,-1.000124482,-1.638175406,0.0,-0.598979848
fkbp1a,0.0,-0.079798047,0.423703836,1.300585307,0.380933132,0.0,-1.718061705,0.0,0.0,-0.069906379,-1.506188916,0.332699887,-0.533966278,0.69043437,0.590293225,0.900241985,0.855183076,0.05600506,1.072869083,0.016187095,1.829400068,0.148846878,0.88066372,0.0,0.333755555,-0.050914598,0.391482304,0.612491953,0.479905798,1.260129351
fkbp2,0.665857864,1.302781759,0.683101181,0.308189127,0.499439177,1.33534083,-0.803517859,0.1743226,-1.441299527,-0.095094095,-0.91143004,-0.622251199,0.04930823,-0.765095757,-1.241916054,-0.207127398,-0.370352942,0.123429726,-2.768245755,0.339879814,-1.139577955,0.510951327,-1.36956886,1.701179263,0.091526032,0.166593096,0.108963239,-1.328080986,0.0,0.0
fkbp3,-0.242033169,-0.25765116,-0.373565003,-0.629484384,0.247137292,-0.234661626,-0.967670001,-2.415436348,-2.124370249,-0.791272413,-1.266513449,1.172068352,-0.914943596,-1.125585856,0.0,-1.056370843,-0.256868001,-2.505985736,-0.187009584,0.027046801,0.0,-0.093306367,0.271541701,0.366964304,-0.354924513,-0.157922396,-0.118948771,-2.101932957,0.0,0.0
fkbp4,0.534989358,0.615483385,1.382016134,0.738241388,0.368090628,0.984087299,0.494897452,0.0,0.24902637,0.350253803,0.564728148,-0.130422029,0.500721549,-0.499864694,-0.940251103,-0.657073423,-0.347050526,-0.399422802,-1.506301415,-0.098500056,0.0,0.285280516,-1.404347444,0.0,-0.123863986,0.037104725,-1.419687287,-1.114178828,-0.53296669,-0.775960816
fkbp6,0.0,0.0,0.0,0.0,0.0,0.0,-1.075070487,0.0,0.0,-0.186443668,-1.219862027,-0.750825914,-0.698169912,-0.993291728,-2.356256661,-1.429643391,-0.364887597,-0.557262738,-0.306235307,-0.650021258,0.0,-0.609358383,-0.593323486,-1.111291073,-0.202687097,0.0,0.011443764,-0.360055958,-0.607769473,0.0
fkbp8,0.442012119,-1.454420881,-3.13208621,-2.607162228,-0.226860981,-1.858624757,-0.117106999,-1.292057622,0.0,-0.349557566,-0.273588807,-0.327759067,-0.746465609,-0.168682566,-1.155317808,-1.623456474,-0.256806398,0.082310893,-0.543528895,-0.148538397,0.236219952,0.174030211,-1.247758265,-0.321243572,-0.328581147,0.0,1.876315438,-1.021261683,0.0,0.0
fktn,0.0,-0.05920816,-0.12538001,0.725216546,0.247734162,-0.055553446,1.450809392,0.843023335,0.426039169,0.326031401,1.182231232,0.0,1.240249593,1.72690115,0.0,1.796118081,0.319125564,1.017880575,1.018260044,0.0,0.0,0.0,1.771388898,0.119144541,0.0,0.0,0.839939427,0.080872896,0.729601521,0.0
flad1,0.0,-0.91072398,0.826689984,-0.633297412,0.643229245,0.427797876,-0.085240088,0.0,0.0,0.082345051,-0.027202556,1.027566439,-0.611629413,-2.612679684,-1.199027263,-0.481237501,-0.083226011,-0.091754301,-1.50647703,-0.006379676,0.005640406,0.491066718,-1.385822628,-0.742284665,-0.117475485,0.072893335,-1.006576349,-0.824034561,0.0,-0.536933498
flcn,0.0,-0.476158142,0.456225737,0.0,-0.117939878,0.0,-0.508186435,0.0,0.0,0.273259346,0.3642469,0.0,-3.577308222,0.947675741,0.270993584,1.569602882,0.854373325,0.890562581,1.587589244,0.054669609,0.369065404,1.338910164,1.297843849,0.976185925,-0.111532965,0.0,1.038859699,1.179927379,0.785028074,0.0
flii,-0.30879423,0.466308774,0.468800418,0.364954219,-1.021915138,0.135832866,-0.000970527,0.0,-0.153055112,-0.229493614,-0.117367987,0.20466174,0.147877459,-0.201555917,-0.924025742,-0.052064866,0.201922417,-0.267546142,-0.472162291,-0.219090631,-0.191140891,0.499292146,0.683340923,0.223785044,-0.282178553,0.0,-0.150413676,0.342311432,0.795465747,-0.942277316
flnb,0.461072287,-0.187820983,3.355407254,1.854418433,0.633017997,0.980975184,-0.280534413,0.0,-0.614906951,0.0,-0.098491136,-0.23373043,-0.802785782,0.848040082,-0.072940437,0.807945328,0.890359073,0.46188348,0.660362663,0.093144672,0.571925728,0.266608388,0.681326141,0.727125035,0.106227821,-0.053333984,0.299149571,-0.456170993,-0.371588741,0.743163901
flot1,-0.308416624,-0.292041207,0.0,0.0,0.0,-0.179280028,0.306152917,0.0,0.0,0.507456572,0.840407152,-0.265867405,-0.069696311,-0.798416525,-1.42050659,-0.349845516,-0.13996685,-0.524906575,-1.33854075,1.681525272,-0.509668389,0.160616478,-0.511280568,0.056920426,0.054386216,0.0,-0.739045845,-1.001046612,-0.663333622,-0.194499205
flot2,2.464693352,1.044193891,-0.138905024,-1.449195004,0.173172648,-0.081130461,0.474795956,-0.119488077,-0.170746258,0.203177127,0.28955828,-0.787697411,0.892448002,-2.236217487,-1.256849075,-0.689947483,-0.018303088,0.14668453,-1.416525346,-0.362044497,-0.889433242,-1.181463206,-1.099434927,-0.077052783,0.097597213,0.0,-1.143375985,-2.275882636,0.0,0.0
fmn2,0.0,0.0,1.362518832,0.0,-0.316698106,0.0,1.741066512,0.975851112,-0.025856868,0.010869072,0.614159144,-0.373360008,-0.342507266,0.804619554,1.090961334,1.507180754,1.003249627,1.438587663,0.551956184,0.494203177,0.370656771,0.0,0.776099652,-0.259740536,2.647982155,0.0,-0.593612247,0.038750682,-0.809817883,0.0
fmo5,0.0,0.0,0.0,0.0,-1.73206285,0.0,1.053121509,0.0,0.0,-0.36675523,0.915922276,-0.240484954,0.943850222,0.0,-0.75680472,0.404268792,-0.305666767,-0.202979883,0.339181981,-0.024789731,-0.509668389,0.586615838,-1.676865919,-2.042468234,-1.177376292,0.0,1.631933523,0.0,0.0,0.0
fmr1,-0.344146983,-0.773368424,-0.835636172,-0.829720549,-0.121896947,-1.044300062,-0.242863153,-1.093079775,0.0,-0.53859081,1.010551855,-0.446924435,-0.338827168,0.405257262,0.296399508,0.426398149,0.277302754,-0.703223457,-0.525914638,-0.709918279,0.493912278,-1.228321376,-1.550545947,0.560402676,-0.490600072,-0.56992649,0.731250504,0.319078714,1.479648392,0.0
fn1,0.0,0.375095417,2.018494781,0.440836577,-0.148376989,0.0,1.7473361,2.439743222,0.348673133,1.515153444,2.393806323,1.189558845,-0.906855324,-0.435363215,0.0,0.692755562,0.703403506,-0.552368911,-0.832702366,0.0,0.0,-0.636410398,-0.184585886,0.732855713,0.971848943,-0.141247895,1.68778778,0.452272838,1.103704287,1.492469896
fn3krp,0.0,0.190034774,0.820762656,-0.694445241,0.271386403,0.892523746,-0.724964536,0.0,0.0,0.002510571,-0.239654002,0.0,0.0,0.0,0.0,-1.74881126,0.240398237,-1.393196111,-0.883200107,-0.051916043,0.0,-1.989638024,0.0,0.582437646,-0.025983015,-0.0294675,-1.90079238,-1.143278639,-1.029271084,0.0
fnbp1,0.349582641,-0.805032815,-1.232505386,-2.163653277,0.011556546,-1.701188323,0.022195804,0.29606063,0.76627324,0.081966151,0.532007909,0.0,0.311612062,0.0,0.138814334,0.636970384,-0.775219338,0.144794071,-0.995091969,0.0,0.0,0.0,-1.711364941,0.44092442,0.0,0.0,0.190039162,-0.91454717,-1.999227456,0.0
fnbp1l,-0.514929713,0.52325323,-0.646071851,0.893759576,0.165066227,0.665247237,1.205282375,0.0,1.768229154,0.835336077,1.179003045,0.216735036,0.14193627,0.987668423,0.653791393,0.985875621,0.920148078,0.633740527,0.802678232,0.298734178,0.549006623,-0.135135488,0.701399767,0.596135027,0.584473793,0.0,0.724966748,0.391152505,-0.111594863,0.0
fnbp4,1.010549223,0.21421714,2.050193444,-0.052059353,0.0,-0.503956905,1.652019875,0.0,1.110566988,-0.030598379,1.010576221,-0.237830469,-0.0246944,1.21333242,1.618449417,1.600761706,0.740276502,0.447299467,0.868892546,1.35928005,1.027761521,0.0,1.02911225,0.72533087,1.889759481,0.0,1.082609817,1.067413412,-0.568858464,0.0
fndc3a,-1.462911047,-0.208129982,-0.456995395,0.259945956,-0.049814543,-0.403510693,1.619709612,0.0,-0.221256788,-0.715008523,1.136448652,0.213106744,0.92439244,0.249133929,1.134017557,0.562460798,0.410943038,0.243350634,0.967714297,0.616448507,0.093204253,0.0,-0.797516764,0.953408648,0.487019485,0.0,0.34707307,0.321875569,0.0,0.0
fndc3b,-1.065017957,-1.417650318,-0.861088316,0.673777175,-0.621250319,-2.01348722,-0.63435694,0.0,0.0,-0.257136529,1.200831951,0.0,0.0,1.693119479,1.251905459,1.462198475,1.253139802,0.505106144,1.289415237,0.0,0.472969106,0.0,1.366777964,-0.705495668,1.650331388,0.0,0.111154542,1.2138236,1.171418482,0.789754436
fnip1,0.0,-0.385932587,0.0,-0.585128592,0.090225788,-2.21995267,-1.134145955,0.0,0.0,-0.239352171,1.407917835,0.0,1.760238653,0.151005631,1.076660945,0.366334369,0.126706516,-0.160086535,0.535664118,-0.461019954,-1.441014277,0.65544458,0.219963015,-0.267977141,-0.319379714,0.0,1.691325087,0.305882419,0.0,0.0
fnta,0.16407388,-1.150902625,0.0,-0.348622878,0.389876711,0.114588544,-0.609071235,0.0,-2.035867756,-0.748597004,-0.277524145,0.461156701,-1.671563121,0.027758041,-0.625968105,0.308269144,0.351509808,0.339631953,0.892041637,0.299802585,0.774405427,0.764853395,1.047609872,0.552490084,0.050835965,-0.561947744,-0.775866741,-0.853191218,0.635642698,-0.549036127
fntb,0.0,0.268098345,0.82380488,0.0,0.700760478,0.0,-1.053491711,-0.487957123,-1.962015607,0.002137692,-0.885146145,1.292530515,-1.052230619,-1.219862045,-0.210913577,0.652297671,0.49597338,0.471820327,0.537919961,0.542590796,0.307076727,0.108322363,-0.761306867,0.0,0.272847926,0.0,-0.341845522,0.216923768,-1.076824564,-0.928529125
focad,-3.020138366,0.145424182,0.0,-1.037510111,0.381047916,-0.724817096,-0.575213407,0.0,-2.227902915,-0.476470227,-1.550508356,-0.364499142,-0.926034553,0.0,-0.658582874,-0.08908811,-0.030178478,0.030071423,0.551365959,0.003886462,-0.988704945,0.479661677,0.220518208,-0.139117248,0.045784558,-0.901398919,-0.365728594,-1.145848505,0.0,0.0
folr1,-0.183597926,0.966294467,0.0,-1.327346211,0.0,0.0,-2.313150863,0.0,0.0,0.145373302,-0.628117274,0.039426033,-0.758145836,0.0,0.0,-1.088522667,-1.950847302,0.0,0.268690982,0.0,0.0,-0.440610778,0.0,0.026396735,-1.226654861,1.23542041,-1.104130193,-0.557818209,-0.402562444,0.0
fos,0.0,-0.357286218,0.0,0.0,1.186498375,1.331339365,-0.709835087,-0.606159865,-0.736616418,-0.436407622,-0.632951298,0.0,-0.854051735,0.0,0.0,0.628506599,0.685759802,-1.074519083,-0.636159856,0.0,0.0,0.0,0.0,0.031341235,0.0,0.0,0.185105752,1.782701472,0.542644494,0.742034617
foxj3,0.343666229,0.467767057,0.231651432,0.545294973,0.648611408,-0.112507902,0.402232824,-0.387596366,-0.316290079,-0.128922503,-0.063985425,0.0,-0.589411756,-0.939672942,-0.03239051,-0.09352621,0.089198438,-0.093732557,-0.660010445,0.0,-0.393689614,0.0,-0.728532345,0.0,0.587082532,0.0,0.329753701,-0.454530013,0.182625783,0.87982585
foxk2,0.0,-2.008132406,-2.38344834,-2.203572213,0.594189532,-2.192494029,-0.360863982,-0.441377804,-0.285531384,-0.102670286,-0.1387901,0.052504016,1.984170404,0.819780944,0.082988472,0.137392085,0.228214261,0.484591511,0.295874177,0.0,-0.010699449,0.0,1.164465519,0.0,0.0,0.0,0.278350983,0.53725521,0.637839994,-1.138909858
foxm1,0.0,-1.418200756,-0.278683252,-0.867145314,1.438822752,-0.739768739,0.35089762,0.081952525,1.446504371,-0.017313481,0.313374698,0.0,2.007385028,-0.353818184,-0.285663354,-1.001672359,-0.493729199,0.212878036,-0.881363103,0.0,0.030843953,0.0,-0.456828218,-0.644959778,0.0,0.0,-1.596773012,-0.82198016,0.0,0.0
foxn2,0.0,0.423378859,0.0,0.0,1.052520796,0.308146284,1.226684912,0.896606986,1.344154455,-0.012998476,1.899295769,0.0,-0.404275677,0.631019624,1.611192557,2.261866475,1.490747243,0.834579236,0.091293502,0.0,1.27300715,0.0,1.163307773,1.909425892,-0.028732788,0.0,1.600002143,0.0,0.0,0.0
foxn3,0.0,-2.401919824,0.0,0.0,-0.299447542,0.0,-0.337715153,0.0,-0.104496868,-0.07206341,0.213733104,0.0,0.118069419,0.605042558,-0.028713105,0.318306402,0.075942822,0.483214757,0.447094403,0.0,-0.811104711,0.0,-1.286863799,-0.211199319,0.0,0.0,0.8998526,-0.383310401,0.713830413,0.0
foxo1,0.0,-0.890966639,0.0,0.0,-0.422230887,0.349971319,-0.342559146,0.0,0.0,0.133243749,0.0,0.0,0.0,0.649829044,0.416725158,0.212913217,0.372743441,0.340958106,0.846722362,0.0,-0.322832839,0.0,0.088174977,0.0,-0.475607171,0.0,0.428802538,-0.052655926,-0.108651868,1.925112699
foxo3,1.061630237,-0.315655553,0.0,0.0,0.449775402,0.0,-0.337231568,0.0,0.0,-0.001387994,-0.237384056,0.0,0.454594718,1.006198887,0.472262693,0.687119545,0.66592082,0.334732085,-0.12502778,1.160712309,0.418452185,0.52269439,0.546830645,0.308372279,-0.101954969,0.0,0.617116607,-0.462200066,1.726521583,-1.067887798
foxr1,0.0,0.0,0.0,0.0,0.0,0.0,-0.226893907,0.0,0.0,-0.259329225,-0.138181919,0.0,0.736716896,-0.32954195,-0.488198963,-0.64134046,-0.257052461,-1.456763986,-1.540198882,0.0,-1.599792405,0.0,-0.070530665,-3.763183599,-0.652796043,0.0,-0.244343989,-0.695792416,-0.85873085,-0.166910914
foxred1,-0.342598559,-0.190279732,0.87787056,0.067161245,0.623185196,1.059093967,0.478448156,0.0,0.0,-2.580601328,0.410909516,1.219888718,-0.350604325,0.0,0.0,-1.611182138,0.199781497,0.0,-1.133103063,0.0,0.0,0.0,0.240166272,0.0,0.257278689,0.0,-0.593484168,-0.078302009,0.0,0.0
foxred2,1.812588773,0.020954412,0.466439738,-1.256929571,0.490847743,-0.137539046,0.121910589,0.0,0.0,0.0,0.0,0.0,0.0,1.100361274,0.123742047,0.852917945,0.635237826,0.774130404,0.990508327,0.0,0.134747655,0.0,1.832761696,1.366215263,0.312632348,0.0,1.314383612,-1.536054084,-1.335050487,0.0
fpgs,-0.037335191,0.339361672,0.965542076,0.506859084,0.543533228,0.501820824,-0.431579367,0.0,0.0,0.435585199,0.242265688,0.22866615,-0.172016264,1.557856741,2.291396211,2.592888817,1.787436121,0.983573601,1.707300249,2.91548293,1.543070316,3.193609376,1.962490418,2.583203596,3.313413722,0.0,-1.408415,0.950671055,0.323873866,-0.661244411
